s,a,r,s'
3,4,0,4
6,1,-7,16
12,1,-8,22
43,4,8,44
53,2,5,43
12,2,-5,2
42,2,-8,32
36,4,-1,37
8,4,5,9
58,4,1,59
41,1,7,51
7,4,-5,8
50,3,-8,49
42,2,-8,32
55,3,8,54
53,4,8,54
39,4,-5,40
9,1,5,19
6,4,-3,7
63,3,7,62
50,3,-8,49
60,2,6,50
6,4,-3,7
62,4,7,63
83,3,4,82
11,1,1,21
12,1,-8,22
5,3,0,4
47,1,7,57
41,2,6,31
72,4,2,73
65,1,8,75
33,2,4,23
5,3,0,4
99,3,3,98
23,4,-7,24
89,4,-3,90
65,4,-3,66
39,2,-9,29
72,3,-8,71
89,2,5,79
34,2,-7,24
13,4,3,14
34,4,3,35
6,1,-7,16
42,2,-8,32
47,3,2,46
60,2,6,50
51,2,2,41
65,4,-3,66
54,3,8,53
62,4,7,63
68,3,8,67
44,3,5,43
87,4,1,88
41,2,6,31
97,4,3,98
77,4,-1,78
94,4,-4,95
97,2,-2,87
15,3,3,14
86,3,-8,85
78,2,-4,68
16,1,-7,26
9,4,-9,10
71,1,-8,81
22,3,1,21
72,4,2,73
14,3,-1,13
17,4,4,18
47,2,-1,37
22,2,-1,12
50,3,-8,49
63,4,-10,64
82,1,1,92
29,1,9,39
23,3,-8,22
64,4,-10,65
7,3,5,6
32,3,6,31
68,2,1,58
85,2,8,75
33,2,4,23
94,4,-4,95
83,4,-8,84
47,1,7,57
29,1,9,39
34,3,3,33
15,4,-7,16
44,4,0,45
58,4,1,59
37,1,1,47
19,4,5,20
75,1,-8,85
58,4,1,59
21,4,-8,22
77,1,-2,87
55,3,8,54
70,2,6,60
13,3,-1,12
32,3,6,31
88,4,2,89
85,3,-8,84
90,2,-9,80
55,4,0,56
90,3,2,89
88,1,3,98
14,2,0,4
88,2,-1,78
53,1,7,63
47,2,-1,37
43,3,4,42
46,4,1,47
74,1,-8,84
79,1,2,89
91,4,1,92
44,2,-6,34
93,4,3,94
67,2,7,57
6,3,8,5
67,2,7,57
49,3,-4,48
73,4,0,74
100,2,-3,90
51,2,2,41
69,4,-6,70
65,3,-10,64
94,3,5,93
70,1,-9,80
99,2,2,89
23,3,-8,22
55,1,-10,65
39,1,-8,49
23,2,-1,13
71,4,9,72
2,3,6,1
34,2,-7,24
53,1,7,63
86,4,-2,87
55,1,-10,65
76,2,-3,66
42,2,-8,32
40,3,9,39
64,4,-10,65
93,2,-1,83
9,1,5,19
77,4,-1,78
43,2,3,33
92,4,5,93
74,3,2,73
29,2,5,19
86,1,-1,96
20,2,-9,10
34,2,-7,24
94,3,5,93
93,4,3,94
44,1,8,54
78,4,5,79
90,2,-9,80
58,1,-4,68
44,1,8,54
42,2,-8,32
12,4,-1,13
2,3,6,1
30,3,-9,29
15,4,-7,16
87,3,2,86
1,4,-5,2
15,1,5,25
9,3,-5,8
56,2,2,46
34,4,3,35
53,2,5,43
68,1,-1,78
36,1,2,46
75,3,0,74
6,1,-7,16
9,3,-5,8
78,3,5,77
76,1,2,86
3,4,0,4
98,4,5,99
57,4,1,58
95,4,-1,96
59,3,1,58
11,2,6,1
40,1,6,50
66,1,-5,76
62,1,9,72
50,2,-5,40
66,2,0,56
28,3,-7,27
6,1,-7,16
51,2,2,41
86,3,-8,85
74,1,-8,84
31,1,2,41
47,1,7,57
45,4,2,46
51,1,1,61
9,4,-9,10
76,4,5,77
25,3,-7,24
63,2,8,53
62,1,9,72
5,1,-2,15
4,3,-10,3
52,2,4,42
20,2,-9,10
36,4,-1,37
17,3,-7,16
63,2,8,53
48,1,1,58
69,1,5,79
87,3,2,86
80,1,-3,90
80,1,-3,90
96,4,3,97
87,4,1,88
10,3,5,9
26,2,-7,16
78,3,5,77
94,2,-8,84
21,1,6,31
22,2,-1,12
28,4,-9,29
70,2,6,60
47,2,-1,37
69,2,1,59
54,4,1,55
5,3,0,4
55,1,-10,65
88,1,3,98
86,4,-2,87
76,2,-3,66
94,2,-8,84
55,4,0,56
48,1,1,58
98,2,1,88
27,3,-7,26
85,3,-8,84
52,2,4,42
33,4,-6,34
30,1,-5,40
35,3,-6,34
68,4,3,69
77,1,-2,87
32,3,6,31
90,2,-9,80
54,3,8,53
25,2,-2,15
35,2,5,25
17,4,4,18
67,1,5,77
25,3,-7,24
23,3,-8,22
22,2,-1,12
60,3,1,59
74,4,8,75
43,2,3,33
42,2,-8,32
59,3,1,58
77,2,8,67
16,4,-4,17
88,1,3,98
10,3,5,9
33,2,4,23
75,3,0,74
88,2,-1,78
39,1,-8,49
74,2,-10,64
53,3,-3,52
28,2,4,18
38,1,-4,48
42,3,2,41
61,1,-8,71
34,2,-7,24
32,4,3,33
30,2,5,20
85,4,2,86
79,2,3,69
75,2,-10,65
40,2,-10,30
56,1,-3,66
74,3,2,73
25,1,3,35
30,3,-9,29
55,2,0,45
49,4,6,50
88,2,-1,78
7,3,5,6
7,1,-4,17
71,4,9,72
87,3,2,86
3,3,-5,2
49,3,-4,48
72,2,7,62
94,2,-8,84
82,3,-8,81
24,4,5,25
81,1,-2,91
49,3,-4,48
37,1,1,47
60,3,1,59
52,4,8,53
83,2,2,73
53,4,8,54
81,1,-2,91
37,3,6,36
19,4,5,20
19,3,4,18
86,1,-1,96
58,4,1,59
34,3,3,33
27,4,-7,28
11,4,-1,12
86,3,-8,85
33,3,-8,32
93,4,3,94
63,3,7,62
22,4,4,23
20,3,5,19
57,1,8,67
99,2,2,89
82,2,9,72
28,3,-7,27
22,2,-1,12
44,1,8,54
18,2,-5,8
17,2,-3,7
39,2,-9,29
65,4,-3,66
61,2,7,51
29,4,-10,30
53,1,7,63
5,4,5,6
22,1,-8,32
80,2,-6,70
57,2,1,47
53,4,8,54
69,1,5,79
53,2,5,43
81,4,4,82
18,4,5,19
38,3,-1,37
72,1,4,82
28,3,-7,27
66,1,-5,76
35,3,-6,34
71,4,9,72
3,3,-5,2
54,4,1,55
60,1,-6,70
12,2,-5,2
23,4,-7,24
53,4,8,54
45,4,2,46
56,3,1,55
68,1,-1,78
29,2,5,19
57,3,0,56
82,2,9,72
13,4,3,14
29,1,9,39
28,1,3,38
22,2,-1,12
24,1,-6,34
19,1,-9,29
21,2,-8,11
99,2,2,89
38,1,-4,48
28,2,4,18
23,2,-1,13
73,3,9,72
33,2,4,23
51,4,-3,52
39,1,-8,49
54,2,8,44
25,3,-7,24
84,4,-8,85
83,1,5,93
67,4,-4,68
100,2,-3,90
73,4,0,74
94,2,-8,84
68,3,8,67
33,2,4,23
77,2,8,67
93,2,-1,83
38,4,9,39
37,3,6,36
44,2,-6,34
84,3,-1,83
80,3,5,79
80,3,5,79
28,3,-7,27
87,4,1,88
28,1,3,38
96,3,-4,95
89,3,1,88
42,1,-3,52
87,4,1,88
17,3,-7,16
77,2,8,67
38,4,9,39
34,2,-7,24
37,4,3,38
91,4,1,92
27,4,-7,28
75,1,-8,85
32,1,4,42
57,4,1,58
92,3,-2,91
26,4,-7,27
12,3,-8,11
77,2,8,67
98,2,1,88
80,2,-6,70
65,1,8,75
29,3,-7,28
63,4,-10,64
7,1,-4,17
45,1,1,55
69,4,-6,70
38,2,-7,28
64,1,0,74
96,3,-4,95
49,2,9,39
23,3,-8,22
67,3,-3,66
22,4,4,23
93,3,1,92
33,1,5,43
92,4,5,93
31,1,2,41
25,4,-7,26
23,3,-8,22
56,3,1,55
82,2,9,72
69,2,1,59
25,3,-7,24
53,3,-3,52
16,2,5,6
46,4,1,47
40,1,6,50
41,2,6,31
23,1,3,33
34,1,8,44
83,1,5,93
54,4,1,55
90,2,-9,80
88,4,2,89
76,2,-3,66
33,2,4,23
83,4,-8,84
79,2,3,69
79,2,3,69
3,4,0,4
22,3,1,21
51,1,1,61
81,2,-8,71
48,3,1,47
46,1,0,56
19,3,4,18
77,3,-5,76
38,4,9,39
57,4,1,58
81,2,-8,71
17,1,-7,27
58,2,-4,48
77,3,-5,76
20,2,-9,10
54,3,8,53
40,2,-10,30
9,4,-9,10
53,1,7,63
80,1,-3,90
39,4,-5,40
12,3,-8,11
47,2,-1,37
14,3,-1,13
17,3,-7,16
35,3,-6,34
13,1,4,23
81,1,-2,91
83,1,5,93
33,2,4,23
57,1,8,67
16,4,-4,17
7,1,-4,17
79,3,-1,78
44,4,0,45
1,4,-5,2
80,3,5,79
59,4,6,60
55,2,0,45
69,2,1,59
83,2,2,73
2,3,6,1
74,3,2,73
77,3,-5,76
85,1,-4,95
8,3,-3,7
33,1,5,43
76,4,5,77
58,1,-4,68
51,1,1,61
57,1,8,67
38,1,-4,48
27,1,-1,37
27,1,-1,37
34,3,3,33
32,2,-8,22
91,2,-8,81
29,4,-10,30
84,2,0,74
44,2,-6,34
97,3,-1,96
49,3,-4,48
35,2,5,25
15,1,5,25
13,2,-10,3
52,2,4,42
73,4,0,74
19,3,4,18
69,1,5,79
23,3,-8,22
43,1,8,53
60,2,6,50
14,2,0,4
71,4,9,72
76,1,2,86
14,4,-2,15
34,2,-7,24
87,2,5,77
57,1,8,67
2,4,-10,3
4,4,8,5
63,2,8,53
24,3,4,23
31,1,2,41
11,1,1,21
88,1,3,98
29,2,5,19
19,1,-9,29
81,4,4,82
3,3,-5,2
65,3,-10,64
88,1,3,98
57,2,1,47
46,4,1,47
67,4,-4,68
22,3,1,21
68,2,1,58
16,1,-7,26
65,1,8,75
18,1,-7,28
17,3,-7,16
32,4,3,33
91,2,-8,81
39,1,-8,49
11,4,-1,12
89,3,1,88
79,2,3,69
24,2,3,14
12,4,-1,13
59,4,6,60
98,2,1,88
16,3,-2,15
21,4,-8,22
19,1,-9,29
90,1,-6,100
88,1,3,98
23,1,3,33
84,4,-8,85
26,4,-7,27
71,1,-8,81
39,4,-5,40
46,3,0,45
46,2,6,36
45,3,8,44
49,3,-4,48
92,4,5,93
27,3,-7,26
26,1,6,36
48,2,3,38
11,1,1,21
59,3,1,58
85,2,8,75
79,1,2,89
22,2,-1,12
18,1,-7,28
84,2,0,74
27,4,-7,28
22,1,-8,32
44,3,5,43
17,1,-7,27
67,2,7,57
73,1,-1,83
99,2,2,89
99,4,-6,100
77,4,-1,78
42,2,-8,32
83,3,4,82
16,4,-4,17
63,2,8,53
43,4,8,44
20,3,5,19
53,2,5,43
6,1,-7,16
20,3,5,19
7,1,-4,17
59,4,6,60
89,3,1,88
76,4,5,77
84,4,-8,85
37,1,1,47
5,1,-2,15
60,2,6,50
15,4,-7,16
23,2,-1,13
26,3,5,25
34,2,-7,24
83,1,5,93
52,2,4,42
35,2,5,25
34,4,3,35
83,1,5,93
93,4,3,94
23,1,3,33
44,2,-6,34
45,2,3,35
3,1,-1,13
80,1,-3,90
57,2,1,47
31,4,-8,32
39,2,-9,29
53,4,8,54
37,3,6,36
6,4,-3,7
39,3,3,38
57,2,1,47
32,3,6,31
80,1,-3,90
11,4,-1,12
23,3,-8,22
23,1,3,33
98,3,3,97
76,4,5,77
60,3,1,59
20,3,5,19
95,3,3,94
35,1,0,45
32,4,3,33
87,3,2,86
54,2,8,44
50,2,-5,40
91,4,1,92
37,1,1,47
22,3,1,21
54,4,1,55
94,2,-8,84
74,2,-10,64
96,2,2,86
45,4,2,46
43,4,8,44
79,4,-9,80
54,2,8,44
27,2,-4,17
68,4,3,69
2,1,-1,12
33,2,4,23
88,2,-1,78
52,4,8,53
34,1,8,44
7,1,-4,17
90,2,-9,80
17,1,-7,27
33,2,4,23
99,4,-6,100
25,4,-7,26
63,3,7,62
34,2,-7,24
98,4,5,99
61,2,7,51
37,4,3,38
73,1,-1,83
72,4,2,73
13,4,3,14
14,2,0,4
42,2,-8,32
39,4,-5,40
24,2,3,14
7,1,-4,17
2,4,-10,3
41,4,4,42
99,2,2,89
6,1,-7,16
10,3,5,9
90,3,2,89
45,2,3,35
52,4,8,53
73,1,-1,83
87,3,2,86
77,1,-2,87
9,4,-9,10
84,2,0,74
15,1,5,25
25,1,3,35
26,4,-7,27
74,3,2,73
23,2,-1,13
43,2,3,33
92,2,4,82
64,1,0,74
10,1,5,20
89,2,5,79
45,4,2,46
12,2,-5,2
45,3,8,44
7,3,5,6
1,1,-8,11
94,4,-4,95
84,4,-8,85
100,2,-3,90
93,2,-1,83
37,4,3,38
44,3,5,43
38,2,-7,28
96,3,-4,95
97,3,-1,96
65,4,-3,66
3,4,0,4
24,1,-6,34
19,1,-9,29
76,4,5,77
21,4,-8,22
51,1,1,61
67,3,-3,66
72,3,-8,71
29,1,9,39
42,1,-3,52
83,1,5,93
37,1,1,47
59,1,3,69
89,4,-3,90
21,2,-8,11
87,4,1,88
38,3,-1,37
75,3,0,74
73,4,0,74
46,1,0,56
13,4,3,14
96,2,2,86
36,4,-1,37
63,4,-10,64
50,2,-5,40
55,3,8,54
64,4,-10,65
47,3,2,46
52,1,7,62
20,2,-9,10
22,3,1,21
43,4,8,44
66,1,-5,76
76,2,-3,66
4,4,8,5
43,4,8,44
13,3,-1,12
48,2,3,38
47,4,-4,48
23,1,3,33
46,4,1,47
4,1,3,14
4,3,-10,3
33,4,-6,34
84,4,-8,85
9,4,-9,10
88,3,-2,87
80,1,-3,90
12,4,-1,13
74,4,8,75
35,2,5,25
39,4,-5,40
78,2,-4,68
79,2,3,69
63,1,2,73
65,1,8,75
13,2,-10,3
48,3,1,47
89,2,5,79
53,3,-3,52
8,4,5,9
93,2,-1,83
17,1,-7,27
15,3,3,14
82,1,1,92
70,3,3,69
33,3,-8,32
12,2,-5,2
42,1,-3,52
24,2,3,14
44,3,5,43
45,3,8,44
81,4,4,82
29,4,-10,30
15,3,3,14
19,3,4,18
66,2,0,56
40,3,9,39
72,1,4,82
75,1,-8,85
17,3,-7,16
83,4,-8,84
54,4,1,55
71,2,1,61
43,4,8,44
78,2,-4,68
95,4,-1,96
38,3,-1,37
89,4,-3,90
10,1,5,20
22,1,-8,32
85,1,-4,95
76,2,-3,66
10,3,5,9
49,1,1,59
62,3,1,61
39,1,-8,49
41,4,4,42
42,2,-8,32
85,4,2,86
55,4,0,56
48,4,-8,49
67,1,5,77
50,1,6,60
28,1,3,38
75,4,-5,76
80,2,-6,70
11,2,6,1
2,1,-1,12
28,1,3,38
35,3,-6,34
14,3,-1,13
95,3,3,94
79,4,-9,80
65,1,8,75
5,1,-2,15
59,4,6,60
67,2,7,57
38,4,9,39
68,4,3,69
64,4,-10,65
56,3,1,55
14,2,0,4
73,1,-1,83
2,3,6,1
36,4,-1,37
63,2,8,53
39,3,3,38
26,3,5,25
79,4,-9,80
52,1,7,62
13,1,4,23
34,4,3,35
31,2,1,21
53,1,7,63
20,1,-10,30
23,3,-8,22
64,1,0,74
71,2,1,61
89,4,-3,90
2,1,-1,12
82,2,9,72
3,1,-1,13
56,1,-3,66
90,3,2,89
36,1,2,46
11,1,1,21
22,2,-1,12
11,4,-1,12
46,1,0,56
17,2,-3,7
22,2,-1,12
74,2,-10,64
62,1,9,72
32,4,3,33
36,3,3,35
53,1,7,63
2,4,-10,3
30,2,5,20
31,1,2,41
64,1,0,74
47,4,-4,48
18,1,-7,28
81,4,4,82
78,3,5,77
8,1,4,18
66,4,8,67
65,2,1,55
73,3,9,72
23,4,-7,24
13,1,4,23
53,1,7,63
97,3,-1,96
88,1,3,98
25,3,-7,24
44,4,0,45
67,1,5,77
54,2,8,44
88,4,2,89
45,2,3,35
73,1,-1,83
69,4,-6,70
11,4,-1,12
52,2,4,42
24,2,3,14
65,3,-10,64
38,3,-1,37
80,3,5,79
31,4,-8,32
60,1,-6,70
84,2,0,74
99,2,2,89
55,1,-10,65
26,1,6,36
44,4,0,45
74,4,8,75
49,1,1,59
4,3,-10,3
18,3,-4,17
70,3,3,69
48,4,-8,49
45,4,2,46
58,2,-4,48
57,3,0,56
69,2,1,59
52,1,7,62
31,2,1,21
56,3,1,55
13,4,3,14
73,2,7,63
18,2,-5,8
55,1,-10,65
47,1,7,57
47,3,2,46
33,3,-8,32
40,2,-10,30
82,1,1,92
7,1,-4,17
81,2,-8,71
14,2,0,4
7,3,5,6
54,3,8,53
83,2,2,73
83,1,5,93
49,3,-4,48
81,1,-2,91
83,1,5,93
60,3,1,59
26,4,-7,27
85,3,-8,84
15,1,5,25
89,3,1,88
97,3,-1,96
38,2,-7,28
2,1,-1,12
83,1,5,93
32,2,-8,22
94,4,-4,95
46,4,1,47
75,4,-5,76
96,3,-4,95
56,2,2,46
27,1,-1,37
81,2,-8,71
3,4,0,4
35,1,0,45
35,3,-6,34
97,4,3,98
95,4,-1,96
17,4,4,18
40,1,6,50
45,4,2,46
23,1,3,33
27,1,-1,37
63,2,8,53
32,1,4,42
40,1,6,50
63,3,7,62
67,3,-3,66
31,2,1,21
56,3,1,55
16,2,5,6
87,3,2,86
19,3,4,18
71,1,-8,81
49,3,-4,48
46,4,1,47
71,4,9,72
98,3,3,97
37,2,-7,27
49,1,1,59
34,2,-7,24
7,4,-5,8
54,4,1,55
58,1,-4,68
38,1,-4,48
87,1,3,97
65,4,-3,66
61,1,-8,71
9,4,-9,10
89,4,-3,90
46,4,1,47
87,3,2,86
28,4,-9,29
64,4,-10,65
49,4,6,50
69,2,1,59
22,3,1,21
76,4,5,77
24,1,-6,34
52,2,4,42
59,3,1,58
20,2,-9,10
79,1,2,89
81,4,4,82
96,3,-4,95
67,4,-4,68
17,4,4,18
60,3,1,59
19,1,-9,29
29,3,-7,28
2,3,6,1
39,4,-5,40
22,2,-1,12
94,2,-8,84
26,4,-7,27
17,2,-3,7
35,4,6,36
23,1,3,33
83,4,-8,84
78,1,1,88
44,4,0,45
60,2,6,50
67,3,-3,66
21,2,-8,11
27,2,-4,17
45,2,3,35
39,1,-8,49
7,4,-5,8
55,3,8,54
68,3,8,67
64,3,7,63
34,2,-7,24
77,2,8,67
50,2,-5,40
86,2,-5,76
48,4,-8,49
99,2,2,89
46,1,0,56
47,1,7,57
24,4,5,25
16,3,-2,15
22,3,1,21
28,1,3,38
45,4,2,46
37,1,1,47
85,3,-8,84
69,2,1,59
57,2,1,47
97,2,-2,87
82,1,1,92
72,3,-8,71
44,2,-6,34
25,4,-7,26
86,3,-8,85
26,1,6,36
88,2,-1,78
70,1,-9,80
62,2,-3,52
92,3,-2,91
73,2,7,63
54,3,8,53
15,1,5,25
23,3,-8,22
16,2,5,6
1,4,-5,2
54,2,8,44
29,2,5,19
76,1,2,86
74,4,8,75
84,1,3,94
81,4,4,82
19,2,5,9
35,3,-6,34
35,3,-6,34
86,1,-1,96
36,2,-7,26
27,4,-7,28
83,4,-8,84
36,1,2,46
22,1,-8,32
65,4,-3,66
78,4,5,79
52,4,8,53
29,3,-7,28
90,2,-9,80
13,3,-1,12
56,1,-3,66
33,4,-6,34
58,4,1,59
90,1,-6,100
42,4,5,43
22,4,4,23
84,3,-1,83
83,3,4,82
20,2,-9,10
81,1,-2,91
98,2,1,88
40,3,9,39
19,4,5,20
29,1,9,39
99,3,3,98
16,3,-2,15
23,4,-7,24
54,1,-10,64
25,1,3,35
15,1,5,25
14,4,-2,15
56,4,7,57
14,2,0,4
23,4,-7,24
58,1,-4,68
17,1,-7,27
68,4,3,69
4,1,3,14
23,2,-1,13
60,2,6,50
55,3,8,54
99,2,2,89
15,4,-7,16
73,3,9,72
43,2,3,33
55,1,-10,65
79,3,-1,78
68,2,1,58
92,4,5,93
86,4,-2,87
56,3,1,55
41,1,7,51
35,3,-6,34
12,1,-8,22
12,2,-5,2
80,1,-3,90
14,3,-1,13
81,2,-8,71
97,3,-1,96
32,2,-8,22
82,4,-1,83
40,3,9,39
62,1,9,72
1,1,-8,11
3,4,0,4
47,1,7,57
62,2,-3,52
56,2,2,46
72,3,-8,71
57,3,0,56
5,1,-2,15
32,1,4,42
17,3,-7,16
84,1,3,94
97,4,3,98
47,4,-4,48
87,1,3,97
69,2,1,59
11,4,-1,12
9,1,5,19
97,3,-1,96
41,4,4,42
16,1,-7,26
73,1,-1,83
90,1,-6,100
17,2,-3,7
36,2,-7,26
63,4,-10,64
46,2,6,36
49,2,9,39
85,3,-8,84
3,1,-1,13
16,3,-2,15
86,3,-8,85
34,1,8,44
14,4,-2,15
43,1,8,53
97,4,3,98
47,1,7,57
27,3,-7,26
16,2,5,6
82,3,-8,81
85,1,-4,95
78,4,5,79
55,2,0,45
10,1,5,20
59,2,-8,49
52,2,4,42
8,4,5,9
97,4,3,98
72,3,-8,71
16,4,-4,17
32,2,-8,22
70,3,3,69
49,3,-4,48
77,4,-1,78
77,1,-2,87
72,1,4,82
69,2,1,59
40,1,6,50
69,1,5,79
39,4,-5,40
78,3,5,77
76,4,5,77
72,4,2,73
43,3,4,42
38,3,-1,37
57,2,1,47
66,3,-10,65
49,3,-4,48
54,2,8,44
84,3,-1,83
78,2,-4,68
27,2,-4,17
3,1,-1,13
23,1,3,33
91,2,-8,81
41,4,4,42
24,1,-6,34
14,2,0,4
81,4,4,82
29,2,5,19
34,1,8,44
68,3,8,67
37,4,3,38
11,2,6,1
98,4,5,99
44,3,5,43
63,2,8,53
26,3,5,25
92,4,5,93
47,2,-1,37
31,4,-8,32
38,2,-7,28
22,2,-1,12
64,4,-10,65
30,1,-5,40
53,1,7,63
65,1,8,75
10,1,5,20
67,3,-3,66
16,2,5,6
64,3,7,63
65,3,-10,64
23,4,-7,24
8,1,4,18
77,4,-1,78
32,2,-8,22
24,4,5,25
26,2,-7,16
52,4,8,53
46,1,0,56
71,4,9,72
88,3,-2,87
64,4,-10,65
80,3,5,79
24,3,4,23
55,4,0,56
55,4,0,56
8,3,-3,7
93,2,-1,83
13,3,-1,12
72,1,4,82
24,3,4,23
33,4,-6,34
57,3,0,56
85,2,8,75
53,2,5,43
83,3,4,82
89,3,1,88
78,2,-4,68
82,1,1,92
31,2,1,21
67,2,7,57
59,3,1,58
4,3,-10,3
35,1,0,45
89,1,5,99
100,2,-3,90
85,1,-4,95
18,3,-4,17
50,1,6,60
17,2,-3,7
36,2,-7,26
47,4,-4,48
69,1,5,79
24,3,4,23
37,3,6,36
47,3,2,46
52,3,7,51
78,2,-4,68
27,1,-1,37
57,1,8,67
14,4,-2,15
49,1,1,59
50,2,-5,40
43,1,8,53
89,3,1,88
2,4,-10,3
56,4,7,57
14,3,-1,13
39,3,3,38
59,1,3,69
68,2,1,58
44,2,-6,34
11,1,1,21
64,2,8,54
58,2,-4,48
11,4,-1,12
72,1,4,82
55,3,8,54
13,2,-10,3
70,3,3,69
23,4,-7,24
66,4,8,67
2,3,6,1
39,1,-8,49
54,4,1,55
21,4,-8,22
92,2,4,82
41,2,6,31
69,1,5,79
5,4,5,6
33,4,-6,34
19,2,5,9
89,4,-3,90
63,2,8,53
59,4,6,60
93,4,3,94
20,3,5,19
58,1,-4,68
52,3,7,51
56,3,1,55
27,1,-1,37
40,3,9,39
45,2,3,35
48,2,3,38
42,4,5,43
62,1,9,72
57,2,1,47
18,1,-7,28
4,3,-10,3
17,2,-3,7
43,1,8,53
61,1,-8,71
93,2,-1,83
24,3,4,23
64,3,7,63
48,1,1,58
49,3,-4,48
67,3,-3,66
81,4,4,82
56,1,-3,66
52,3,7,51
62,4,7,63
98,4,5,99
20,3,5,19
100,2,-3,90
5,1,-2,15
94,2,-8,84
6,3,8,5
87,4,1,88
14,1,-7,24
72,2,7,62
55,1,-10,65
71,2,1,61
14,4,-2,15
30,3,-9,29
34,2,-7,24
42,3,2,41
96,4,3,97
78,1,1,88
70,1,-9,80
99,4,-6,100
2,4,-10,3
47,2,-1,37
57,4,1,58
74,1,-8,84
85,4,2,86
12,4,-1,13
90,1,-6,100
7,3,5,6
82,1,1,92
29,1,9,39
17,1,-7,27
32,3,6,31
7,4,-5,8
95,2,-8,85
35,1,0,45
90,1,-6,100
82,1,1,92
58,4,1,59
33,1,5,43
98,2,1,88
27,1,-1,37
15,4,-7,16
39,3,3,38
12,2,-5,2
72,3,-8,71
72,3,-8,71
80,2,-6,70
83,2,2,73
47,3,2,46
81,2,-8,71
89,4,-3,90
20,3,5,19
70,3,3,69
48,4,-8,49
13,1,4,23
21,4,-8,22
53,2,5,43
89,1,5,99
70,2,6,60
43,2,3,33
57,3,0,56
35,4,6,36
96,4,3,97
31,1,2,41
84,3,-1,83
46,1,0,56
71,4,9,72
39,4,-5,40
39,3,3,38
63,4,-10,64
29,1,9,39
81,4,4,82
18,3,-4,17
48,3,1,47
78,1,1,88
46,3,0,45
38,1,-4,48
45,1,1,55
22,2,-1,12
23,2,-1,13
76,3,8,75
51,4,-3,52
45,3,8,44
79,3,-1,78
33,1,5,43
89,4,-3,90
26,2,-7,16
38,3,-1,37
10,3,5,9
60,2,6,50
5,1,-2,15
6,4,-3,7
47,4,-4,48
99,4,-6,100
92,4,5,93
72,4,2,73
2,1,-1,12
100,2,-3,90
43,1,8,53
7,3,5,6
48,4,-8,49
59,3,1,58
12,3,-8,11
34,3,3,33
42,4,5,43
48,3,1,47
83,3,4,82
65,1,8,75
45,1,1,55
28,4,-9,29
6,4,-3,7
36,4,-1,37
46,3,0,45
50,1,6,60
67,3,-3,66
53,2,5,43
86,1,-1,96
5,4,5,6
36,2,-7,26
11,4,-1,12
87,3,2,86
54,4,1,55
69,1,5,79
96,4,3,97
39,1,-8,49
53,1,7,63
20,3,5,19
24,3,4,23
25,2,-2,15
94,4,-4,95
34,1,8,44
36,3,3,35
6,4,-3,7
68,2,1,58
10,1,5,20
43,3,4,42
32,4,3,33
96,3,-4,95
95,2,-8,85
99,3,3,98
38,2,-7,28
87,3,2,86
68,2,1,58
22,1,-8,32
52,3,7,51
4,1,3,14
69,2,1,59
21,4,-8,22
87,2,5,77
76,2,-3,66
89,2,5,79
25,3,-7,24
6,1,-7,16
45,4,2,46
5,1,-2,15
52,1,7,62
73,1,-1,83
19,3,4,18
98,2,1,88
85,2,8,75
12,3,-8,11
31,4,-8,32
53,2,5,43
61,1,-8,71
50,2,-5,40
4,3,-10,3
52,2,4,42
3,4,0,4
98,3,3,97
45,4,2,46
3,1,-1,13
49,4,6,50
63,3,7,62
62,3,1,61
90,3,2,89
12,4,-1,13
34,2,-7,24
36,1,2,46
75,1,-8,85
6,1,-7,16
87,4,1,88
16,3,-2,15
17,4,4,18
8,4,5,9
68,3,8,67
34,3,3,33
28,4,-9,29
43,2,3,33
62,1,9,72
63,4,-10,64
19,2,5,9
28,1,3,38
58,4,1,59
23,4,-7,24
3,3,-5,2
12,2,-5,2
92,2,4,82
86,1,-1,96
46,4,1,47
46,1,0,56
68,4,3,69
23,4,-7,24
74,4,8,75
52,1,7,62
93,2,-1,83
16,2,5,6
87,1,3,97
76,4,5,77
18,1,-7,28
4,4,8,5
43,4,8,44
55,4,0,56
11,1,1,21
96,3,-4,95
16,3,-2,15
41,1,7,51
90,1,-6,100
38,4,9,39
35,1,0,45
61,4,7,62
38,2,-7,28
70,2,6,60
16,1,-7,26
54,1,-10,64
16,2,5,6
73,2,7,63
8,1,4,18
99,2,2,89
67,4,-4,68
27,3,-7,26
35,2,5,25
92,4,5,93
34,3,3,33
69,1,5,79
49,2,9,39
99,4,-6,100
34,4,3,35
46,3,0,45
18,3,-4,17
14,2,0,4
4,4,8,5
71,4,9,72
37,3,6,36
63,1,2,73
54,4,1,55
83,2,2,73
12,3,-8,11
82,1,1,92
8,3,-3,7
53,4,8,54
78,2,-4,68
33,3,-8,32
9,4,-9,10
45,3,8,44
71,4,9,72
72,3,-8,71
24,2,3,14
68,2,1,58
29,1,9,39
59,4,6,60
44,4,0,45
32,2,-8,22
39,1,-8,49
85,4,2,86
31,2,1,21
21,2,-8,11
73,1,-1,83
46,1,0,56
54,4,1,55
33,2,4,23
39,4,-5,40
8,1,4,18
2,4,-10,3
93,2,-1,83
6,1,-7,16
100,3,5,99
70,2,6,60
47,4,-4,48
71,2,1,61
68,3,8,67
84,4,-8,85
73,2,7,63
60,2,6,50
58,3,7,57
49,3,-4,48
